"SGL_UF","MUNICIPIO","ELEICAO","NOME","DT_NASC","SEXO","SGL_PARTIDO","VV1T","eleito"
"MG","ESTRELA DO INDAIA",2008,"AMELIA DE FATIMA GONTIJO","1947-07-05","FEMININO","PT",28.81,0
"MG","ESTRELA DO INDAIA",2008,"JOAO JOSE DE CARVALHO","1943-03-05","MASCULINO","PR",71.19,1
"MG","ESTRELA DO SUL",2004,"HAROLDO JOSE DE ALMEIDA","1953-05-03","Masculino","PSDB",50.7696066454923,1
"MG","ESTRELA DO SUL",2004,"RAMON TERUEL LOPES","1943-10-05","Masculino","PPS",33.9604202296604,0
"MG","ESTRELA DO SUL",2008,"DAYSE MARIA SILVA GALANTE","1962-07-06","FEMININO","PR",48.26,0
"MG","ESTRELA DO SUL",2008,"LYCURGO RAFAEL FARANI","1948-02-18","MASCULINO","PDT",51.74,1
"MG","EUGENOPOLIS",2004,"ROMULO AUGUSTO DOS REIS CARVALHO","1954-09-01","Masculino","PDT",47.8206136900079,0
"MG","EUGENOPOLIS",2004,"VASCO NAVARRO RODRIGUES CALDAS","1957-10-20","Masculino","PFL",52.1793863099921,1
"MG","EUGENOPOLIS",2008,"ROMULO AUGUSTO DOS REIS CARVALHO","1954-09-01","MASCULINO","PMDB",53.39,1
"MG","EUGENOPOLIS",2008,"VASCO NAVARRO RODRIGUES CALDAS","1957-10-20","MASCULINO","DEM",44.09,0
"MG","EWBANK DA CAMARA",2004,"MARCOS ESTEVES RIBEIRO","1963-12-01","Masculino","PSDB",49.4577006507592,0
"MG","EWBANK DA CAMARA",2004,"PAULO MENDES SOARES","1955-07-03","Masculino","PSC",50.5422993492408,1
"MG","EWBANK DA CAMARA",2008,"MAURO LUIZ MARTINS MENDES","1961-09-02","MASCULINO","DEM",46.69,0
"MG","EWBANK DA CAMARA",2008,"PAULO MENDES SOARES","1955-07-03","MASCULINO","PSC",53.31,1
"MG","EXTREMA",2004,"SEBASTIAO ANTONIO CAMARGO ROSSI","1954-01-20","Masculino","PSDB",51.4167954662545,1
"MG","EXTREMA",2004,"VALTER LUIZ DA ROSA","1965-09-23","Masculino","PTB",48.5832045337455,0
"MG","EXTREMA",2008,"LUIZ CARLOS BERGAMIN","1951-06-07","MASCULINO","PSDB",51,1
"MG","EXTREMA",2008,"VALTER LUIZ DA ROSA","1965-09-23","MASCULINO","PTB",49,0
"MG","FAMA",2004,"ANGELO HENRIQUE SAKSIDA","1950-11-24","Masculino","PMDB",74.3654822335025,1
"MG","FAMA",2004,"PAULO SERGIO MARTINS CIRILO","1963-09-01","Masculino","PT",25.6345177664975,0
"MG","FAMA",2008,"JEAN CARLO ROUPA PRADO","1967-07-04","MASCULINO","PTB",65.93,1
"MG","FAMA",2008,"JOSE ROGERIO PINTO","1950-08-25","MASCULINO","PDT",34.07,0
"MG","FARIA LEMOS",2004,"ANTONIO NUNES TOLENTINO","1937-01-06","Masculino","PMDB",47.8011472275335,0
"MG","FARIA LEMOS",2004,"JOSE CLERIO ALVES TERRA","1947-12-19","Masculino","PTB",52.1988527724665,1
"MG","FARIA LEMOS",2008,"HELIO ANTONIO DE AZEVEDO","1950-08-03","MASCULINO","PMDB",44.13,0
"MG","FARIA LEMOS",2008,"JOSE CLERIO ALVES TERRA","1947-12-19","MASCULINO","PTB",55.87,1
"MG","FELICIO DOS SANTOS",2004,"JOAQUIM VELOSO PINTO","1940-08-21","Masculino","PSDB",44.9214659685864,1
"MG","FELICIO DOS SANTOS",2004,"VALMIR DA CONCEICAO MOREIRA","1962-08-02","Masculino","PP",27.5741710296684,0
"MG","FELICIO DOS SANTOS",2008,"JOAQUIM VELOSO PINTO","1940-08-21","MASCULINO","PSDB",37.87,0
"MG","FELICIO DOS SANTOS",2008,"MATEUS DE LIMA LEITE SOARES","1964-09-17","MASCULINO","PR",62.13,1
"MG","FELISBURGO",2004,"FRANKLIN CANGUCU DE CARVALHO","1956-06-07","Masculino","PT",31.7626527050611,0
"MG","FELISBURGO",2004,"GETULIO RODRIGUES DOS SANTOS","1935-08-22","Masculino","PFL",50.2036067481094,1
"MG","FELISBURGO",2008,"GETULIO RODRIGUES DOS SANTOS","1935-08-22","MASCULINO","DEM",38.5,0
"MG","FELISBURGO",2008,"JANIO WILTON MURTA PINTO COELHO","1960-10-04","MASCULINO","PSC",61.5,1
"MG","FELIXLANDIA",2004,"HUMBERTO ALVES CAMPOS","1964-10-24","Masculino","PPS",47.742623533594,1
"MG","FELIXLANDIA",2004,"MARCONI ANTONIO DA SILVA","1966-08-07","Masculino","PSC",44.2706481810641,0
"MG","FELIXLANDIA",2008,"HUMBERTO ALVES CAMPOS","1964-10-24","MASCULINO","PSDB",42.56,0
"MG","FELIXLANDIA",2008,"MARCONI ANTONIO DA SILVA","1966-08-07","MASCULINO","PSC",53.14,1
"MG","FERNANDES TOURINHO",2004,"GERSON MESSIAS DA SILVA","1975-05-22","Masculino","PSDB",40.8658922914467,0
"MG","FERNANDES TOURINHO",2004,"VICENTE DE PAULA GERMANO","1946-11-03","Masculino","PMDB",59.1341077085533,1
"MG","FERNANDES TOURINHO",2008,"SEVERINO MARIO CAMELO","1948-06-20","MASCULINO","PSDB",45.88,0
"MG","FERNANDES TOURINHO",2008,"VICENTE DE PAULA GERMANO","1946-11-03","MASCULINO","PMDB",54.12,1
"MG","FERROS",2004,"CARLOS CASTILHO LAGE","1961-10-09","Masculino","PPS",46.1276595744681,0
"MG","FERROS",2004,"RAIMUNDO MENEZES DE CARVALHO FILHO","1956-09-02","Masculino","PMDB",52.7234042553192,1
"MG","FERROS",2008,"CARLOS CASTILHO LAGE","1961-10-09","MASCULINO","PPS",46.68,0
"MG","FERROS",2008,"RAIMUNDO MENEZES DE CARVALHO FILHO","1956-09-02","MASCULINO","PSDB",53.32,1
"MG","FERVEDOURO",2004,"JUAREZ GONCALVES GOMES","1956-09-08","Masculino","PPS",69.6062992125984,1
"MG","FERVEDOURO",2004,"SEBASTIAO GOMES FERREIRA","1958-05-19","Masculino","PSDB",29.8337707786527,0
"MG","FERVEDOURO",2008,"CARLOS CORINDON DE ARAUJO","1964-07-19","MASCULINO","PP",51.46,1
"MG","FERVEDOURO",2008,"JUAREZ GONCALVES GOMES","1956-09-08","MASCULINO","PPS",48.54,0
"MG","FLORESTAL",2004,"AMBROSINA MANOELITA VILELA DE MELO","1946-08-12","Feminino","PL",56.4953950557441,1
"MG","FLORESTAL",2004,"LUIZ GABRIEL GONCALVES","1956-02-10","Masculino","PTB",33.3979641299079,0
"MG","FLORESTAL",2008,"DERCI ALVES RIBEIRO FILHO","1952-01-01","MASCULINO","PMDB",56.31,1
"MG","FLORESTAL",2008,"EUGENIO MENDES DINIZ","1968-09-13","MASCULINO","PTB",43.69,0
"MG","FORMIGA",2004,"ALUISIO VELOSO DA CUNHA","1952-01-15","Masculino","PT",46.0270236767076,1
"MG","FORMIGA",2004,"JAIME RIBEIRO DE MENDONCA","1960-01-02","Masculino","PFL",39.7694310152473,0
"MG","FORMIGA",2008,"ALUISIO VELOSO DA CUNHA","1952-01-15","MASCULINO","PT",53.11,1
"MG","FORMIGA",2008,"EDUARDO BRAS NETO ALMEIDA","1950-05-19","MASCULINO","PSDB",25.37,0
"MG","FORMOSO",2004,"LUIZ CARLOS DA SILVA","1962-10-25","Masculino","PPS",67.3963430337368,1
"MG","FORMOSO",2004,"MARIA DOMINGAS MARCHESE","1972-04-09","Feminino","PMDB",32.6036569662632,0
"MG","FORMOSO",2008,"LUIZ CARLOS DA SILVA","1962-10-25","MASCULINO","PPS",65.1,1
"MG","FORMOSO",2008,"ORLANDO JOSE DA SILVA","1946-01-09","MASCULINO","PMDB",28.57,0
"MG","FORTALEZA DE MINAS",2004,"DENILSON AUGUSTO DO NASCIMENTO","1974-07-07","Masculino","PT",52.0274485339988,1
"MG","FORTALEZA DE MINAS",2004,"JAIRO QUEIROZ","1956-11-14","Masculino","PMDB",47.9725514660012,0
"MG","FORTALEZA DE MINAS",2008,"ALTAIR PRADO SILVA","1961-03-03","MASCULINO","DEM",60.13,1
"MG","FORTALEZA DE MINAS",2008,"NELI LEAO DO PRADO","1968-12-25","FEMININO","PSC",39.87,0
"MG","FORTUNA DE MINAS",2004,"CELIO VILEFORT MARTINS","1951-06-12","Masculino","PPS",52.0266803488969,1
"MG","FORTUNA DE MINAS",2004,"JOAO BOSCO DA SILVA","1942-03-08","Masculino","PL",29.297075423294,0
"MG","FORTUNA DE MINAS",2008,"CLAUDIO GARCIA MACIEL","1967-08-23","MASCULINO","PPS",33.4,0
"MG","FORTUNA DE MINAS",2008,"JOAO EVANGELISTA DE ABREU PONTES","1968-10-01","MASCULINO","PSL",55.43,1
"MG","FRANCISCO BADARO",2004,"JOSE CLESIO VIANA","1969-03-01","Masculino","PSDB",44.5014361920394,0
"MG","FRANCISCO BADARO",2004,"JOSE JOAO DE FIGUEIRO OLIVEIRA","1960-06-24","Masculino","PDT",55.4985638079606,1
"MG","FRANCISCO BADARO",2008,"ANTONIO SERGIO MENDES","1975-04-27","MASCULINO","PT",47.13,0
"MG","FRANCISCO BADARO",2008,"JOSE JOAO DE FIGUEIRO OLIVEIRA","1960-06-24","MASCULINO","PDT",52.87,1
"MG","FRANCISCO DUMONT",2004,"CARLOS MARIO PEREIRA","1963-02-22","Masculino","PMDB",61.6546290216678,1
"MG","FRANCISCO DUMONT",2004,"OSMAR ANTONIO PEREIRA","1964-06-23","Masculino","PDT",38.27971109652,0
"MG","FRANCISCO DUMONT",2008,"EVALDO DIMAS LEITE","1958-10-03","MASCULINO","PMDB",49.3,0
"MG","FRANCISCO DUMONT",2008,"JOAO GERALDO AZEVEDO","1947-05-21","MASCULINO","PR",50.7,1
"MG","FRANCISCO SA",2004,"MARIA ZELIA FIGUEIREDO PRADO E PENA","1956-11-14","Feminino","PTB",46.7621096357837,0
"MG","FRANCISCO SA",2004,"RONALDO RAMON FERNANDES DE BRITO","1952-03-14","Masculino","PFL",53.2378903642163,1
"MG","FRANCISCO SA",2008,"BALTAZAR SOARES AZEVEDO","1966-09-11","MASCULINO","PT",61.78,1
"MG","FRANCISCO SA",2008,"MAGNO MARCELO DE LIMA","1965-11-30","MASCULINO","PSC",38.22,0
"MG","FRANCISCOPOLIS",2004,"DIVALDO SOARES DOS SANTOS","1962-05-16","Masculino","PSDB",54.297549188816,1
"MG","FRANCISCOPOLIS",2004,"NILTON DOS SANTOS COIMBRA","1974-10-19","Masculino","PDT",45.702450811184,0
"MG","FRANCISCOPOLIS",2008,"DIVALDO SOARES DOS SANTOS","1962-05-16","MASCULINO","PSDB",34.92,0
"MG","FRANCISCOPOLIS",2008,"NILTON DOS SANTOS COIMBRA","1974-10-19","MASCULINO","PDT",65.08,1
"MG","FREI GASPAR",2004,"CESARIO FERREIRA DE ALMEIDA","1967-01-09","Masculino","PTB",51.0065127294257,1
"MG","FREI GASPAR",2004,"JAZY GUEDES SILVA","1950-10-01","Masculino","PMDB",41.7110716400237,0
"MG","FREI GASPAR",2008,"CESARIO FERREIRA DE ALMEIDA","1967-01-09","MASCULINO","PTB",42.54,0
"MG","FREI GASPAR",2008,"JAZY GUEDES SILVA","1950-10-01","MASCULINO","PSDB",57.46,1
"MG","FREI INOCENCIO",2004,"CARLOS VINICIO DE CARVALHO SOARES","1965-04-11","Masculino","PL",41.2592882283926,0
"MG","FREI INOCENCIO",2004,"OLIVER MADEIRA BICALHO","1978-01-06","Masculino","PDT",52.9135705905358,1
"MG","FREI INOCENCIO",2008,"CARLOS VINICIO DE CARVALHO SOARES","1965-04-11","MASCULINO","PR",59.19,1
"MG","FREI INOCENCIO",2008,"OLIVER MADEIRA BICALHO","1978-01-06","MASCULINO","PDT",40.81,0
"MG","FREI LAGONEGRO",2004,"DELBE GOMES DE QUEIROZ","1953-09-11","Masculino","PTB",46.1941008563273,0
"MG","FREI LAGONEGRO",2004,"GERALDO FERREIRA DA SILVA","1958-07-10","Masculino","PDT",53.8058991436727,1
"MG","FREI LAGONEGRO",2008,"GERALDO FERREIRA DA SILVA","1958-07-10","MASCULINO","PDT",53.55,1
"MG","FREI LAGONEGRO",2008,"ZILDA DA SILVA ROCHA","1967-08-31","FEMININO","PTB",46.45,0
"MG","FRONTEIRA",2004,"JOSE URIAS RIBEIRO","1950-04-11","Masculino","PMDB",39.8228782287823,0
"MG","FRONTEIRA",2004,"SERGIO PAULO CAMPOS","1954-09-02","Masculino","PSDB",55.0553505535055,1
"MG","FRONTEIRA",2008,"APARECIDA PASSUELO","1957-04-04","FEMININO","PMDB",42.18,0
"MG","FRONTEIRA",2008,"SERGIO PAULO CAMPOS","1954-09-02","MASCULINO","PSDB",57.23,1
"MG","FRONTEIRA DOS VALES",2004,"NEIVAL ALVES TRINDADE","1962-12-18","Masculino","PSDB",51.698670605613,1
"MG","FRONTEIRA DOS VALES",2004,"ROZINE SENA DE OLIVEIRA","1965-08-29","Masculino","PL",48.301329394387,0
"MG","FRONTEIRA DOS VALES",2008,"FRANCISCO ALVES","1959-03-30","MASCULINO","PSDB",52.48,1
"MG","FRONTEIRA DOS VALES",2008,"ROZINE SENA DE OLIVEIRA","1965-08-29","MASCULINO","PR",47.52,0
"MG","FRUTA DE LEITE",2004,"MARCLENIO FERRAZ DA ROCHA","1975-10-05","Masculino","PL",72.3899371069182,1
"MG","FRUTA DE LEITE",2004,"SABINO SEVERINO MORAIS","1949-08-20","Masculino","PSDB",27.6100628930818,0
"MG","FRUTA DE LEITE",2008,"ANTONIO FREITAS DIAS","1970-10-05","MASCULINO","PT",33.87,0
"MG","FRUTA DE LEITE",2008,"NIXON MARLON GONCALVES DAS NEVES","1970-08-23","MASCULINO","PR",66.13,1
"MG","FRUTAL",2004,"ESIO ANTONIO DOS SANTOS","1960-07-18","Masculino","PPS",36.3554140588257,0
"MG","FRUTAL",2004,"MARIA CECILIA MARCHI BORGES","1961-11-22","Feminino","PL",40.5014290365761,1
"MG","FRUTAL",2008,"ESIO ANTONIO DOS SANTOS","1960-07-18","MASCULINO","PPS",39.41,0
"MG","FRUTAL",2008,"MARIA CECILIA MARCHI BORGES","1961-11-22","FEMININO","PR",54.56,1
"MG","FUNILANDIA",2004,"JOSE INACIO PEREIRA","1950-11-28","Masculino","PMDB",54.6439628482972,1
"MG","FUNILANDIA",2004,"JOSE SOARES DE ALCANTARA","1965-05-23","Masculino","PFL",45.3560371517028,0
"MG","FUNILANDIA",2008,"EDSON VARGAS DIAS","1978-05-11","MASCULINO","PSB",28.26,0
"MG","FUNILANDIA",2008,"JOSE SOARES DE ALCANTARA","1965-05-23","MASCULINO","DEM",52.62,1
"MG","GALILEIA",2004,"GILBERTO DE SOUZA MELLO","1953-01-29","Masculino","PP",52.1728016359918,1
"MG","GALILEIA",2004,"ROMULO GONCALVES DE OLIVEIRA","1957-04-03","Masculino","PMDB",47.8271983640082,0
"MG","GALILEIA",2008,"GILBERTO DE SOUZA MELO","1953-01-29","MASCULINO","PP",48.91,1
"MG","GALILEIA",2008,"ROMULO GONCALVES DE OLIVEIRA","1957-04-03","MASCULINO","PMDB",44.87,0
"MG","GAMELEIRAS",2004,"DOMINGOS FERREIRA DE SOUZA","1965-10-17","Masculino","PTB",53.4448539835554,1
"MG","GAMELEIRAS",2004,"VALDIR RODRIGUES DE OLIVEIRA","1951-04-16","Masculino","PMDB",46.5551460164446,0
"MG","GAMELEIRAS",2008,"DOMINGOS FERREIRA DE SOUZA","1965-10-07","MASCULINO","PTB",64.4,1
"MG","GAMELEIRAS",2008,"OSVALDO TEIXEIRA DE OLIVEIRA","1950-07-15","MASCULINO","PP",35.6,0
"MG","GLAUCILANDIA",2004,"JURANDIR RODRIGUES CESAR","1951-08-13","Masculino","PMDB",41.1199331383201,0
"MG","GLAUCILANDIA",2004,"MARCELO FERRANTE MAIA","1961-03-10","Masculino","PSDB",52.4864187212704,1
"MG","GLAUCILANDIA",2008,"JURANDIR RODRIGUES CESAR","1951-08-13","MASCULINO","PMDB",42.37,0
"MG","GLAUCILANDIA",2008,"MARCELO FERRANTE MAIA","1961-03-10","MASCULINO","PSDB",57.63,1
"MG","GOIABEIRA",2004,"HELCIO NOGUEIRA","1964-07-25","Masculino","PL",59.468085106383,1
"MG","GOIABEIRA",2004,"MARLUCIO PEREIRA DE SOUZA","1967-07-17","Masculino","PTB",40.531914893617,0
"MG","GOIABEIRA",2008,"HELCIO NOGUEIRA","1964-07-25","MASCULINO","PR",64.87,1
"MG","GOIABEIRA",2008,"VASTI DA SILVEIRA ALVES","1957-05-20","FEMININO","PPS",35.13,0
"MG","GOIANA",2004,"GERALDO COUTINHO DE OLIVEIRA","1937-03-18","Masculino","PMDB",43.0223592906708,0
"MG","GOIANA",2004,"JOSE LOURES CICONELI","1947-02-05","Masculino","PFL",51.5034695451041,1
"MG","GOIANA",2008,"GERALDO COUTINHO DE OLIVEIRA","1937-03-18","MASCULINO","PMDB",59.47,1
"MG","GOIANA",2008,"MARIA ELENA ZAIDEM LANINI","1948-02-25","FEMININO","DEM",40.53,0
"MG","GONCALVES",2004,"LUIZ ROSA DA SILVA","1957-11-07","Masculino","PFL",45.5716586151369,1
"MG","GONCALVES",2004,"MARIA DE LOURDES DAS NEVES","1959-08-28","Feminino","PMDB",32.3671497584541,0
"MG","GONCALVES",2008,"JOSE FRANCISCO NETO","1946-12-04","MASCULINO","PMDB",34.31,0
"MG","GONCALVES",2008,"LUIZ ROSA DA SILVA","1957-11-07","MASCULINO","PR",65.69,1
"MG","GONZAGA",2004,"JULIO MARIA DE SOUSA","1953-09-12","Masculino","PSDB",67.4766355140187,1
"MG","GONZAGA",2004,"ODUVALDO  JOSE BATISTA DE OLIVEIRA","1967-11-21","Masculino","PPS",32.5233644859813,0
"MG","GONZAGA",2008,"EFIGENIA MARIA MAGALHAES","1957-02-14","FEMININO","PSDB",68.89,1
"MG","GONZAGA",2008,"ODUVALDO JOSE BATISTA DE OLIVEIRA","1967-11-21","MASCULINO","PPS",31.11,0
"MG","GOUVEA",2004,"ALBERONE DE OLIVEIRA","1949-12-07","Masculino","PMDB",55.5414372441056,1
"MG","GOUVEA",2004,"ALVIMAR LUIZ DE MIRANDA","1949-05-25","Masculino","PFL",43.5973457574474,0
"MG","GOUVEIA",2008,"ALBERONE DE OLIVEIRA","1949-12-07","MASCULINO","PMDB",49.14,0
"MG","GOUVEIA",2008,"GERALDO DE FATIMA OLIVEIRA","1958-04-10","MASCULINO","PV",50.86,1
"MG","GOVERNADOR VALADARES",2004,"JOAO DOMINGOS FASSARELLA","1943-05-12","Masculino","PT",49.7624515303241,0
"MG","GOVERNADOR VALADARES",2004,"JOSE BONIFACIO MOURAO","1940-05-14","Masculino","PSDB",50.2375484696759,1
"MG","GOVERNADOR VALADARES",2008,"ELISA MARIA COSTA","1958-02-28","FEMININO","PT",49.09,1
"MG","GOVERNADOR VALADARES",2008,"JOSE BONIFACIO MOURAO","1940-05-14","MASCULINO","PSDB",44.28,0
"MG","GRUPIARA",2004,"ROBERTO RICARDO DE SOUZA","1952-03-28","Masculino","PFL",52.5345622119816,1
"MG","GRUPIARA",2004,"RONALDO JOSE MACHADO","1959-11-29","Masculino","PL",47.4654377880184,0
"MG","GRUPIARA",2008,"ISMAR JOSE LEANDRO","1969-03-20","MASCULINO","DEM",24.11,0
"MG","GRUPIARA",2008,"RONALDO JOSE MACHADO","1959-11-29","MASCULINO","PSDB",75.89,1
"MG","GUANHAES",2004,"ANTONIO CARLOS MORAIS MIRANDA","1936-08-03","Masculino","PSDB",40.9741917186614,0
"MG","GUANHAES",2004,"OSVALDO CASTRO PINTO","1941-06-19","Masculino","PFL",42.5127623369257,1
"MG","GUANHAES",2008,"GERALDO JOSE PEREIRA","1947-07-12","MASCULINO","PP",47.94,0
"MG","GUANHAES",2008,"OSVALDO CASTRO PINTO","1941-06-19","MASCULINO","DEM",52.06,1
"MG","GUAPE",2004,"JOSE DALTON BARBOSA","1948-11-11","Masculino","PP",41.4096916299559,0
"MG","GUAPE",2004,"NELSON ALVES LARA","1968-10-29","Masculino","PT",58.5903083700441,1
"MG","GUAPE",2008,"JOSE DALTON BARBOSA","1948-11-11","MASCULINO","PRB",48.93,0
"MG","GUAPE",2008,"NELSON ALVES LARA","1968-10-29","MASCULINO","PT",49.42,1
"MG","GUARACIABA",2004,"ELI DORNELES GONCALVES","1949-08-30","Masculino","PL",41.5230769230769,0
"MG","GUARACIABA",2004,"JOSE ROBERTO GONCALVES BARBOSA","1962-05-16","Masculino","PMDB",45.3538461538462,1
"MG","GUARACIABA",2008,"ELI DORNELES GONCALVES","1949-08-30","MASCULINO","PR",54.1,1
"MG","GUARACIABA",2008,"ELISABETE GOMES GUIMARAES MARIM","1956-11-30","FEMININO","PMDB",36.14,0
"MG","GUARACIAMA",2004,"FILOMENO AFONSO DE FIGUEIREDO","1961-02-09","Masculino","PSDB",52.037773359841,1
"MG","GUARACIAMA",2004,"SEBASTIAO CARDOSO SALES","1962-10-19","Masculino","PFL",47.5894632206759,0
"MG","GUARACIAMA",2008,"FILOMENO AFONSO DE FIGUEIREDO","1961-02-09","MASCULINO","PSDB",47.76,0
"MG","GUARACIAMA",2008,"FRANCISCO ADEVALDO SOARES PRAES","1964-12-18","MASCULINO","DEM",52.24,1
"MG","GUARANESIA",2004,"JOAO CARLOS MINCHILLO","1943-01-12","Masculino","PFL",31.8443935926773,0
"MG","GUARANESIA",2004,"SILVIO GONCALVES RIBEIRO DIAS","1950-09-27","Masculino","PSDB",37.3913043478261,1
"MG","GUARANESIA",2008,"JOAO CARLOS MINCHILLO","1943-01-12","MASCULINO","DEM",53.17,1
"MG","GUARANESIA",2008,"NELSON FLORENTINO","1955-03-24","MASCULINO","PRB",30.7,0
"MG","GUARANI",2004,"JOSE XAVIER","1937-06-18","Masculino","PT",59.2769440654843,1
"MG","GUARANI",2004,"MARIA DAS GRACAS DIAS MENDONCA SICA","1957-07-31","Feminino","PSDB",40.7230559345157,0
"MG","GUARANI",2008,"JOSE XAVIER","1937-06-18","MASCULINO","PT",57.37,1
"MG","GUARANI",2008,"PAULO CESAR SANTOS NEVES","1963-12-09","MASCULINO","PV",42.63,0
"MG","GUARARA",2004,"LAIR SILVAS","1947-02-18","Masculino","PSDB",66.778149386845,1
"MG","GUARARA",2004,"UEIVEL LEITE GUIMARAES","1942-01-23","Masculino","PTB",33.221850613155,0
"MG","GUARARA",2008,"JOAO BATISTA SALES FILHO","1963-11-08","MASCULINO","PSDB",46.93,0
"MG","GUARARA",2008,"LAIR SILVAS","1947-02-18","MASCULINO","PRB",53.07,1
"MG","GUARDA-MOR",2004,"CLENIO ANTONIO DE RESENDE","1958-02-17","Masculino","PSDB",51.5762633286973,1
"MG","GUARDA-MOR",2004,"GILMAR FERREIRA DOS SANTOS","1959-08-15","Masculino","PL",48.4237366713027,0
"MG","GUARDA MOR",2008,"CLENIO ANTONIO DE RESENDE","1958-02-17","MASCULINO","PSDB",39.03,0
"MG","GUARDA MOR",2008,"GILMAR FERREIRA DOS SANTOS","1959-08-15","MASCULINO","PMDB",60.97,1
"MG","GUAXUPE",2004,"ABRAO CALIL FILHO","1946-02-08","Masculino","PL",48.6799857295755,1
"MG","GUAXUPE",2004,"ANTONIO FELIPE ZEITUNE","1940-06-26","Masculino","PMDB",47.4063503389226,0
"MG","GUAXUPE",2008,"MARCOS ANTONIO DE ARAUJO","1967-08-22","MASCULINO","PMDB",32.75,0
"MG","GUAXUPE",2008,"ROBERTO LUCIANO VIEIRA","1962-01-12","MASCULINO","PT",41.23,1
"MG","GUIDOVAL",2004,"ELIO LOPES DOS SANTOS","1955-08-30","Masculino","PMDB",30.1352102241156,1
"MG","GUIDOVAL",2004,"MARCIO BARBOSA","1939-04-12","Masculino","PV",26.1900351917022,0
"MG","GUIDOVAL",2008,"ELIO LOPES DOS SANTOS","1955-08-30","MASCULINO","PMDB",35.41,1
"MG","GUIDOVAL",2008,"MARCIO BARBOSA","1939-04-12","MASCULINO","PV",34.51,0
"MG","GUIMARANIA",2004,"CELINA MARIA DE OLIVEIRA","1944-06-06","Feminino","PMDB",42.1605073256068,0
"MG","GUIMARANIA",2004,"JOAO PAULO VIEIRA SPINOLA","1949-03-11","Masculino","PPS",47.627378088782,1
"MG","GUIMARANIA",2008,"JOAO PAULO VIEIRA SPINOLA","1949-03-11","MASCULINO","PPS",49.95,0
"MG","GUIMARANIA",2008,"VIRMONDES MACHADO","1941-02-01","MASCULINO","DEM",50.05,1
"MG","GUIRICEMA",2004,"ANTONIO VAZ DE MELO","1959-08-09","Masculino","PP",48.6404350607806,0
"MG","GUIRICEMA",2004,"JURANDIR MARCIO REZENDE COELHO","1959-06-15","Masculino","PMDB",51.3595649392194,1
"MG","GUIRICEMA",2008,"ANTONIO VAZ DE MELO","1959-08-09","MASCULINO","DEM",51.06,1
"MG","GUIRICEMA",2008,"JURANDIR MARCIO REZENDE COELHO","1959-06-15","MASCULINO","PRB",48.94,0
"MG","GURINHATA",2004,"MARIA CECILIA SEVERINO DE FREITAS","1974-05-08","Feminino","PP",63.926670609107,1
"MG","GURINHATA",2004,"VANTUIDES MENDES DA SILVA","1949-06-05","Masculino","PTB",36.073329390893,0
"MG","HELIODORA",2004,"LUIZ ROBERTO DE SOUZA","1955-07-14","Masculino","PMDB",54.1890440386681,1
"MG","HELIODORA",2004,"SEBASTIAO JUNHO DO COUTO","1942-10-01","Masculino","PL",23.9258861439313,0
"MG","HELIODORA",2008,"ERCILIO CONFORT LORENA","1965-03-12","MASCULINO","PT",31.3,1
"MG","HELIODORA",2008,"LUIZ ROBERTO DE SOUZA","1955-07-14","MASCULINO","PMDB",30.81,0
"MG","IAPU",2004,"CLAUDIO JOSE DE SOUZA","1945-12-18","Masculino","PMDB",40.5428769017981,0
"MG","IAPU",2004,"JOSE CARLOS DE BARROS","1960-09-27","Masculino","PSDB",59.4571230982019,1
"MG","IAPU",2008,"JOAO BATISTA HENRIQUE","1951-05-11","MASCULINO","PSB",30.12,0
"MG","IAPU",2008,"MARCIO DE ALMEIDA SILVA","1971-10-18","MASCULINO","PT",69.88,1
"MG","IBERTIOGA",2004,"MARCY RODRIGUES PEREIRA","1952-03-25","Masculino","PFL",38.4801288936627,0
"MG","IBERTIOGA",2004,"SEBASTIAO RODRIGUES MONTEIRO","1953-07-30","Masculino","PSDB",55.2094522019334,1
"MG","IBERTIOGA",2008,"PAULO ROBERTO RODRIGUES","1952-09-01","MASCULINO","PSDB",51.91,1
"MG","IBERTIOGA",2008,"SEBASTIAO MENDONCA SOBRINHO","1952-12-13","MASCULINO","PT",48.09,0
"MG","IBIA",2004,"ENRICO MARTINS DE PAIVA","1972-04-19","Masculino","PL",31.7296426479203,0
"MG","IBIA",2004,"PAULO JOSE DA SILVA","1951-08-17","Masculino","PSDB",37.170474516696,1
"MG","IBIA",2008,"IVO MENDES FILHO","1963-12-20","MASCULINO","PC do B",52.73,1
"MG","IBIA",2008,"PAULO JOSE DA SILVA","1951-08-17","MASCULINO","PSDB",47.27,0
"MG","IBIAI",2004,"JOAO RODRIGUES DA FONSECA","1959-09-07","Masculino","PSB",31.6480793060719,0
"MG","IBIAI",2004,"MAURO CESAR SALES CORDEIRO","1963-03-25","Masculino","PP",35.6133828996283,1
"MG","IBIAI",2008,"KLEBER HENRIQUE DE FREITAS MARTINS","1975-05-27","MASCULINO","PTC",44.62,0
"MG","IBIAI",2008,"MARINILZA SOARES MOTA SALES","1966-04-20","FEMININO","PSDB",50.17,1
"MG","IBIRACATU",2004,"JOEL FERREIRA LIMA","1965-07-13","Masculino","PT",43.9221556886228,0
"MG","IBIRACATU",2004,"ORIVALDO ALVES DE OLIVEIRA","1963-05-24","Masculino","PL",56.0778443113772,1
